event-id,visible,timestamp,location-long,location-lat,external-temperature,ground-speed,heading,height-above-msl,gls:light-level,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18750631545,TRUE,20:53.0,-86.3151936,48.8827904,13.1,9.7,155.7,514,8638,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631546,TRUE,21:53.0,-86.3199552,48.880368,13,0.1,0,466.8,9740,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631547,TRUE,22:53.0,-86.3181632,48.87728,13,12,118.9,510.7,4213,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631548,TRUE,23:53.0,-86.315424,48.8759072,13,4.2,9.5,539.2,6037,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631549,TRUE,24:54.0,-86.3150784,48.87304,13.1,8,176.3,460.9,8313,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631550,TRUE,25:55.0,-86.3146368,48.871632,13.1,0.1,0,287.4,207,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631551,TRUE,26:55.0,-86.3140672,48.8718144,13.8,9.1,57.4,295.4,1231,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631552,TRUE,27:54.0,-86.3080832,48.8753728,14.2,7.3,7.2,262,6422,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631553,TRUE,28:54.0,-86.3062976,48.874928,13.8,0.1,0,214.2,74,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631554,TRUE,29:53.0,-86.3054976,48.8759456,13.9,0.3,0,220.3,150,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631555,TRUE,30:53.0,-86.3052672,48.8758688,14.3,0.7,0,230,135,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631556,TRUE,37:56.0,-86.3049856,48.8771904,17.7,7.3,28.8,211.6,114,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631557,TRUE,38:55.0,-86.304288,48.8774976,18.1,0,0,201,107,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631558,TRUE,39:54.0,-86.3040704,48.877728,18.8,0.5,0,185.1,568,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631559,TRUE,40:53.0,-86.3044672,48.8774752,19.8,0.1,0,216.4,428,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631560,TRUE,47:55.0,-86.3022144,48.8805888,21.2,2,0,277.5,1824,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631561,TRUE,57:54.0,-86.299552,48.8889728,17.5,6.3,37.6,272.7,9313,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631562,TRUE,58:53.0,-86.299424,48.8889728,16.7,7.5,104.5,310.7,9251,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631563,TRUE,59:53.0,-86.2981312,48.889136,16.1,6.5,0,374.8,9157,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631564,TRUE,00:53.0,-86.2974528,48.8884736,15.7,5.4,0,477.8,9146,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631565,TRUE,01:53.0,-86.2968576,48.8877536,15.1,6.4,0,600.1,7755,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631566,TRUE,02:53.0,-86.3007104,48.888752,14.3,7.7,273.6,635,8060,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631567,TRUE,03:52.0,-86.3050816,48.8897856,13.5,3.9,0,720.1,8202,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631568,TRUE,04:53.0,-86.3093056,48.8907616,13.1,6.5,0,638.8,8932,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631569,TRUE,05:53.0,-86.3110336,48.8914528,13.2,0.1,0,613,8660,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631570,TRUE,06:56.0,-86.3117376,48.8931392,13.4,4.8,359.4,304.9,929,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631571,TRUE,07:55.0,-86.310048,48.8941088,13.9,0,0,251.8,2337,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631572,TRUE,08:54.0,-86.3092288,48.895424,15,12.9,9.3,272.3,7423,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631573,TRUE,09:53.0,-86.3093568,48.895744,15.4,0,0,235,1084,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631574,TRUE,10:53.0,-86.308192,48.8961056,16.1,0.1,0,262.6,1509,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631575,TRUE,12:03.0,-86.3078336,48.8948736,16.5,0.1,0,418.1,795,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631576,TRUE,17:55.0,-86.3058688,48.8966368,20.6,0,0,218.7,227,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631577,TRUE,27:55.0,-86.3057472,48.8966816,24.1,0.1,0,197,57,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631578,TRUE,37:55.0,-86.3059072,48.8965504,25.6,0.4,0,185.8,58,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631579,TRUE,47:54.0,-86.2962432,48.9005824,19.2,9.7,3.8,255.9,6945,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631580,TRUE,48:54.0,-86.2925504,48.9022624,17.8,8.6,15.2,282.1,6622,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631581,TRUE,49:53.0,-86.290304,48.9012992,16.8,7.4,44.5,344.2,7499,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631582,TRUE,50:52.0,-86.287488,48.9009248,16,7.3,16.2,397.8,5925,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631583,TRUE,51:52.0,-86.285472,48.9010176,15.2,9.2,92.9,493.8,6129,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631584,TRUE,52:52.0,-86.2836224,48.9013888,14.4,3.2,0,577.9,7331,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631585,TRUE,53:52.0,-86.2864,48.8991456,13.8,5.5,0,593.6,7057,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631586,TRUE,54:53.0,-86.2851264,48.895008,13.1,17.6,171.9,479.9,5198,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631587,TRUE,55:52.0,-86.2852992,48.8929888,12.5,0.1,0,306.4,1921,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631588,TRUE,56:53.0,-86.2865216,48.8912096,12.8,8.9,179.9,337.5,5793,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631589,TRUE,57:55.0,-86.2840704,48.8905056,12.9,0.3,0,338.3,2525,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631590,TRUE,58:55.0,-86.2845824,48.8902208,13.1,8.8,240.5,301.8,246,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631591,TRUE,59:55.0,-86.2844992,48.8899168,13.7,0.1,0,366.7,1446,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631592,TRUE,00:53.0,-86.2849024,48.8900256,14.4,5.2,0,341,391,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631593,TRUE,01:53.0,-86.2854592,48.8937696,15,10.1,352.2,331.1,4435,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631594,TRUE,02:53.0,-86.2859904,48.8960576,15.1,0.2,0,322.6,65,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631595,TRUE,03:55.0,-86.2853312,48.8962144,15.7,0.3,0,302.5,103,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631596,TRUE,04:54.0,-86.2854144,48.8960384,16.5,0.4,0,349.9,1184,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631597,TRUE,07:55.0,-86.2856512,48.895936,18.8,0,0,285.5,180,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631598,TRUE,18:09.0,-86.3065792,48.8947168,15.4,0.1,0,209.5,2291,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631599,TRUE,27:55.0,-86.303584,48.8942336,20,0.5,0,172.5,409,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631600,TRUE,37:55.0,-86.2891392,48.8923712,14.9,9.6,157.3,485.5,8322,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631601,TRUE,38:54.0,-86.2858112,48.8905984,14.7,0.2,0,603.1,7465,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631602,TRUE,39:55.0,-86.2827712,48.8889376,14.2,0.6,0,612.1,7296,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631603,TRUE,40:53.0,-86.2818432,48.8895328,14.1,2.4,0,602.9,7066,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631604,TRUE,41:53.0,-86.2834304,48.8881568,14.1,4,0,679.8,7725,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631605,TRUE,42:55.0,-86.2872448,48.8872768,13.9,6.1,0,701.6,6869,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631606,TRUE,43:54.0,-86.2892608,48.8869312,13.5,6.1,0,751,3820,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631607,TRUE,44:57.0,-86.2955008,48.8871712,12.9,6.5,0,794.3,3159,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631608,TRUE,45:53.0,-86.2994048,48.8877824,12.4,4.5,0,698.3,5086,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631609,TRUE,46:58.0,-86.3054784,48.8890944,12.2,0.8,0,195.5,130,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631610,TRUE,48:04.0,-86.305504,48.8891168,13,0.1,0,185.9,1295,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631611,TRUE,49:00.0,-86.3053376,48.8890176,14.3,0.1,0,218.5,397,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631612,TRUE,57:58.0,-86.3092352,48.8907648,16,0.1,0,158.8,253,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631613,TRUE,08:24.0,-86.3070208,48.8875488,17.7,9.2,84.7,238.2,7088,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631614,TRUE,08:52.0,-86.3060736,48.8873376,17.7,4.4,0,258.8,7088,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631615,TRUE,09:53.0,-86.3031104,48.8866912,16.3,7.6,0,281.2,7510,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631616,TRUE,10:52.0,-86.2984896,48.885936,15.1,4.3,0,304.7,8698,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631617,TRUE,11:53.0,-86.2943488,48.8852096,14.2,11,63.6,343.3,9927,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631618,TRUE,12:53.0,-86.2879232,48.8866272,13.6,3.5,0,369.8,6822,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631619,TRUE,13:53.0,-86.2839808,48.8856672,13.5,8.7,64.1,469.6,9865,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631620,TRUE,14:53.0,-86.2812672,48.8852384,13.5,6,0,538.7,11722,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631621,TRUE,15:52.0,-86.2809728,48.8828928,13.6,10.3,219.7,484.2,12258,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631622,TRUE,16:53.0,-86.282304,48.882256,13.8,1.1,0,448.7,13788,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631623,TRUE,17:52.0,-86.2847744,48.8819264,14.1,0.1,0,407,14942,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631624,TRUE,18:53.0,-86.2871552,48.8756576,14.9,17.9,192.6,280.5,16515,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631625,TRUE,19:58.0,-86.2877568,48.8738816,15,0,0,339,543,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631626,TRUE,20:55.0,-86.2876224,48.8743424,15.5,0,0,251.9,1143,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631627,TRUE,21:56.0,-86.2875904,48.874336,16,0,0,282.6,1950,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631628,TRUE,28:00.0,-86.2898496,48.8755328,17.8,0.2,0,220.6,1133,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631629,TRUE,38:25.0,-86.2895744,48.8751552,22.6,0.1,0,222.8,710,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631630,TRUE,47:53.0,-86.2931264,48.8739648,23,0,0,219.2,557,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631631,TRUE,57:53.0,-86.291296,48.8752256,15.4,0.2,0,225,1083,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631632,TRUE,08:02.0,-86.3004288,48.8758656,16.8,0.6,0,262,66,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631633,TRUE,17:52.0,-86.3040384,48.8796,18.4,10.4,137.9,262,11247,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631634,TRUE,18:53.0,-86.3034944,48.878064,17.6,6.3,0,285.8,7322,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631635,TRUE,19:51.0,-86.3022464,48.8758592,17,10.3,157.4,358.3,6122,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631636,TRUE,20:54.0,-86.3012224,48.8735424,16,7.7,0,425.5,6912,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631637,TRUE,21:52.0,-86.3011392,48.8723712,15.2,7.2,0,574.1,5706,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631638,TRUE,22:57.0,-86.2999296,48.8753824,14.3,2.7,3,666.4,6065,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631639,TRUE,23:52.0,-86.3040192,48.8775168,13.4,6.5,0,686.6,8034,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631640,TRUE,24:54.0,-86.3117824,48.8769184,12.9,15.2,258.4,307.6,1281,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631641,TRUE,26:24.0,-86.3108672,48.8789088,15.3,0.3,0,269.3,7840,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631642,TRUE,27:20.0,-86.3094784,48.8802176,15.3,0.1,0,295.6,7840,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631643,TRUE,28:22.0,-86.3096,48.8804256,16.6,0.1,0,261.4,50,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631644,TRUE,38:19.0,-86.2979328,48.8875744,14.7,6.1,12.3,323.3,6185,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631645,TRUE,39:09.0,-86.2961408,48.8879328,15.5,14.8,103,326.7,6020,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631646,TRUE,39:52.0,-86.290528,48.8881408,15.2,8,60.6,300.2,6090,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631647,TRUE,40:56.0,-86.2863872,48.8911168,14.3,8.1,6.4,276,6378,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631648,TRUE,41:59.0,-86.28608,48.8920608,13.9,6.9,0,294.1,3203,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631649,TRUE,42:54.0,-86.2850368,48.892176,13.9,8.4,151.1,329.5,6081,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631650,TRUE,43:58.0,-86.2845312,48.8917472,13.6,4.4,0,395.6,6453,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631651,TRUE,44:55.0,-86.2846528,48.893472,13.5,7.2,5.9,362,6094,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631652,TRUE,46:01.0,-86.2848256,48.895776,13.1,0,0,390.8,6004,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631653,TRUE,46:55.0,-86.2846976,48.897296,13.1,0.2,0,371,5956,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631654,TRUE,47:55.0,-86.2861632,48.8984864,13,0,0,348.3,5730,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631655,TRUE,57:59.0,-86.2996288,48.8886688,11.9,0,0,301.4,4573,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631656,TRUE,07:56.0,-86.3021952,48.8928512,11.3,0.1,0,172.1,1543,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631657,TRUE,17:57.0,-86.3057152,48.8965312,14.4,0,0,217.6,194,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631658,TRUE,27:57.0,-86.3144576,48.8981408,14.1,6.3,0,248,283,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631659,TRUE,28:59.0,-86.315584,48.8977024,14.2,0,0,255.6,293,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631660,TRUE,29:57.0,-86.3172864,48.8969792,14.2,0,0,310.2,16,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631661,TRUE,30:57.0,-86.317056,48.8972096,14.4,0.1,0,251.9,39,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631662,TRUE,38:13.0,-86.3131584,48.895744,13.9,0,0,297.5,17,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631663,TRUE,47:54.0,-86.3081408,48.8977632,14.8,0,0,196.3,354,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631664,TRUE,57:57.0,-86.309504,48.8998976,17.3,1.3,0,160.4,384,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631665,TRUE,07:56.0,-86.308128,48.8993696,20,0,0,276.9,109,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631666,TRUE,18:31.0,-86.3087296,48.9001312,21.3,0.3,0,209.4,170,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631667,TRUE,27:53.0,-86.3059712,48.901664,19,0.5,0,303.4,123,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631668,TRUE,38:12.0,-86.304032,48.8991712,18.8,0,0,275.8,88,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631669,TRUE,47:56.0,-86.3046016,48.8992704,20.2,0.5,0,248.5,29,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631670,TRUE,57:57.0,-86.3066944,48.8992928,19.5,0.1,0,251.2,25,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631671,TRUE,08:25.0,-86.3025536,48.8992224,18.2,8.6,157.3,233.4,1111,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631672,TRUE,08:50.0,-86.300768,48.8971584,18.2,10,161.5,227.9,1111,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631673,TRUE,09:56.0,-86.299936,48.89648,16.6,11.7,104.1,231.7,1167,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631674,TRUE,11:03.0,-86.2981632,48.8959552,15.5,0.1,0,288.3,733,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631675,TRUE,12:02.0,-86.297152,48.8959072,15.5,0.1,0,236.1,91,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631676,TRUE,12:59.0,-86.2981632,48.8960672,15.6,0.5,21.7,204.6,38,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631677,TRUE,18:03.0,-86.2973696,48.8958816,15.3,0.1,0,235.4,12,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631678,TRUE,28:00.0,-86.297984,48.8958272,16.8,0,0,254.8,65,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631679,TRUE,38:03.0,-86.297696,48.8959616,17.7,0.2,0,241.4,18,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631680,TRUE,48:00.0,-86.2927168,48.8939328,14.8,0,0,262.2,60,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631681,TRUE,58:01.0,-86.2929088,48.893776,18.3,0.1,0,233.3,11,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631682,TRUE,00:08.0,-86.2915904,48.8928288,29.4,0.1,0,156.5,0,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631683,TRUE,59:01.0,-86.291616,48.8928192,28.1,0.1,0,226.6,0,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631684,TRUE,58:25.0,-86.290304,48.8935744,17.6,0,0,234.8,65,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631685,TRUE,58:54.0,-86.297888,48.8967552,18.7,9.4,49.2,238.1,6729,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631686,TRUE,59:59.0,-86.2934848,48.8952224,18.7,4.3,64.3,254.6,6729,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631687,TRUE,00:57.0,-86.291616,48.8943328,16.5,10.3,170.7,265.9,4862,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631688,TRUE,01:57.0,-86.2909312,48.8923808,15.1,7.7,56.8,370.6,6288,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631689,TRUE,02:56.0,-86.289888,48.89,14,11.1,135.7,479.5,6761,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631690,TRUE,04:01.0,-86.2860288,48.8900416,13.1,0.2,0,319.5,6816,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631691,TRUE,04:56.0,-86.28816,48.889392,12.8,1.7,0,276.9,84,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631692,TRUE,05:58.0,-86.2879808,48.8895232,13.1,1.6,0,279.3,90,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631693,TRUE,18:25.0,-86.3111552,48.887824,14.2,0,0,242.4,226,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631694,TRUE,27:57.0,-86.3063872,48.887664,16.6,0.2,0,226.9,2987,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631695,TRUE,37:57.0,-86.2967744,48.8881696,17.3,0.1,0,220.4,2813,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631696,TRUE,47:56.0,-86.3066688,48.8791328,13.5,11.1,211.4,427.9,7598,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631697,TRUE,48:55.0,-86.3076608,48.8768096,13.4,13.9,185.2,473.8,9749,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631698,TRUE,49:55.0,-86.3088768,48.8728224,13.4,8.7,272.1,490.3,9690,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631699,TRUE,50:55.0,-86.3088256,48.8706144,13.2,3,29,454.8,6879,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631700,TRUE,51:55.0,-86.312096,48.8719264,12.9,2.5,0,383.6,7821,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631701,TRUE,52:55.0,-86.3086336,48.8744576,12.5,0.3,0,266.5,1921,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
18750631702,TRUE,53:55.0,-86.309056,48.8741728,12.7,0.2,0,261.1,941,gps,Buteo jamaicensis,7507,MACK07,Full cycle migration of RTHA through the Great Lakes
